VBELN,POSNR,MATNR,MATKL,WERKS,KWMENG,NETPR,NETWR,ERDAT,LGORT
OR00000126,000010,MAT000024,ELEC,P004,86,435.11,37419.46,2023-01-10,L001
OR00000126,000020,MAT000030,CONS,P004,223,319.25,71192.75,2023-01-10,L003
OR00000126,000030,MAT000032,PACK,P004,19,201.87,3835.53,2023-01-10,L004
OR00000127,000010,MAT000037,CHEM,P004,142,382.32,54289.44,2023-12-03,L001
OR00000127,000020,MAT000032,PACK,P004,38,419.17,15928.46,2023-12-03,L001
OR00000128,000010,MAT000020,ELEC,P002,59,183.42,10821.78,2024-01-21,L001
OR00000128,000020,MAT000011,CHEM,P002,102,326.21,33273.42,2024-01-21,L001
OR00000129,000010,MAT000007,MECH,P003,0,43.58,0.0,2021-04-05,L002
OR00000130,000010,MAT000009,ELEC,P004,82,403.95,33123.9,2023-03-20,L001
OR00000130,000020,MAT000031,MECH,P004,76,153.13,11637.88,2023-03-20,L004
OR00000130,000030,MAT000005,ELEC,P004,223,437.88,97647.24,2023-03-20,L002
OR00000130,000040,MAT000015,ELEC,P004,18,9.19,165.42,2023-03-20,L002
OR00000131,000010,MAT000040,CHEM,P003,22,65.96,1451.12,2023-01-01,L004
OR00000131,000020,MAT000029,CHEM,P003,106,160.68,17032.08,2023-01-01,L002
OR00000131,000030,MAT000014,PACK,P003,58,46.7,2708.6,2023-01-01,L003
OR00000131,000040,MAT000006,MECH,P003,235,18.28,4295.8,2023-01-01,L003
OR00000132,000010,MAT000004,PACK,P005,62,252.29,15641.98,2022-06-17,L001
OR00000132,000020,MAT000016,CONS,P005,117,10.97,1283.49,2022-06-17,L003
OR00000132,000030,MAT000032,PACK,P005,52,431.1,22417.2,2022-06-17,L004
OR00000133,000010,MAT000001,PACK,P005,60,461.68,27700.8,2022-01-27,L004
OR00000134,000010,MAT000006,MECH,P003,84,44.12,3706.08,2022-10-20,L002
OR00000134,000020,MAT000035,MECH,P003,56,198.41,11110.96,2022-10-20,L001
OR00000134,000030,MAT000040,CHEM,P003,120,366.33,43959.6,2022-10-20,L002
OR00000134,000040,MAT000010,PACK,P003,18,462.69,8328.42,2022-10-20,L001
OR00000135,000010,MAT000008,PACK,P005,155,10.62,1646.1,2024-05-24,L004
OR00000135,000020,MAT000001,PACK,P005,89,392.58,34939.62,2024-05-24,L003
OR00000136,000010,MAT000022,ELEC,P003,139,36.62,5090.18,2022-10-05,L001
OR00000137,000010,MAT000024,ELEC,P004,73,447.66,32679.18,2023-03-26,L001
OR00000137,000020,MAT000011,CHEM,P004,64,6.27,401.28,2023-03-26,L001
OR00000138,000010,MAT000036,CHEM,P001,200,212.59,42518.0,2023-08-15,L003
OR00000139,000010,MAT000008,PACK,P004,57,260.31,14837.67,2022-11-13,L001
OR00000139,000020,MAT000033,CHEM,P004,119,235.22,27991.18,2022-11-13,L003
OR00000139,000030,MAT000004,PACK,P004,317,167.01,52942.17,2022-11-13,L004
OR00000140,000010,MAT000030,CONS,P003,135,498.9,67351.5,2024-07-28,L002
OR00000140,000020,MAT000024,ELEC,P003,163,381.44,62174.72,2024-07-28,L002
OR00000141,000010,MAT000022,ELEC,P001,0,191.26,0.0,2024-07-05,L003
OR00000142,000010,MAT000018,CHEM,P002,10,449.16,4491.6,2022-07-22,L004
OR00000142,000020,MAT000006,MECH,P002,156,231.94,36182.64,2022-07-22,L001
OR00000143,000010,MAT000028,PACK,P001,201,122.2,24562.2,2023-03-09,L003
OR00000144,000010,MAT000015,ELEC,P004,38,294.43,11188.34,2022-09-13,L002
OR00000144,000020,MAT000005,ELEC,P004,24,235.7,5656.8,2022-09-13,L004
OR00000144,000030,MAT000013,CONS,P004,31,482.49,14957.19,2022-09-13,L002
OR00000145,000010,MAT000039,CHEM,P003,72,357.02,25705.44,2022-08-27,L003
OR00000145,000020,MAT000003,MECH,P003,102,340.21,34701.42,2022-08-27,L003
OR00000145,000030,MAT000014,PACK,P003,36,205.17,7386.12,2022-08-27,L004
OR00000146,000010,MAT000001,PACK,P005,18,491.37,8844.66,2021-08-06,L002
OR00000147,000010,MAT000005,ELEC,P004,121,68.75,8318.75,2023-06-03,L003
OR00000147,000020,MAT000002,CONS,P004,19,233.19,4430.61,2023-06-03,L002
OR00000147,000030,MAT000013,CONS,P004,107,363.59,38904.13,2023-06-03,L004
OR00000148,000010,MAT000018,CHEM,P004,31,311.49,9656.19,2023-03-13,L002
OR00000148,000020,MAT000029,CHEM,P004,152,208.94,31758.88,2023-03-13,L004
OR00000149,000010,MAT000035,MECH,P001,109,182.76,19920.84,2021-09-14,L004
OR00000149,000020,MAT000002,CONS,P001,103,253.68,26129.04,2021-09-14,L004
OR00000150,000010,MAT000004,PACK,P002,101,499.8,50479.8,2022-08-20,L002
OR00000150,000020,MAT000031,MECH,P002,23,124.37,2860.51,2022-08-20,L001
OR00000150,000030,MAT000034,CONS,P002,234,113.61,26584.74,2022-08-20,L004
OR00000151,000010,MAT000038,PACK,P002,149,283.74,42277.26,2024-03-26,L002
OR00000151,000020,MAT000002,CONS,P002,129,91.9,11855.1,2024-03-26,L001
OR00000151,000030,MAT000023,CHEM,P002,19,302.82,5753.58,2024-03-26,L001
OR00000152,000010,MAT000012,CONS,P004,3,353.82,1061.46,2022-07-08,L002
OR00000152,000020,MAT000021,ELEC,P004,126,265.52,33455.52,2022-07-08,L003
OR00000152,000030,MAT000004,PACK,P004,13,471.25,6126.25,2022-07-08,L004
OR00000153,000010,MAT000032,PACK,P001,205,308.79,63301.95,2022-03-07,L003
OR00000153,000020,MAT000021,ELEC,P001,61,408.15,24897.15,2022-03-07,L004
OR00000153,000030,MAT000012,CONS,P001,86,150.79,12967.94,2022-03-07,L002
OR00000153,000040,MAT000036,CHEM,P001,149,352.49,52521.01,2022-03-07,L004
OR00000154,000010,MAT000032,PACK,P001,34,43.51,1479.34,2023-03-03,L003
OR00000155,000010,MAT000029,CHEM,P002,48,38.56,1850.88,2024-09-11,L003
OR00000155,000020,MAT000001,PACK,P002,30,28.83,864.9,2024-09-11,L004
OR00000155,000030,MAT000017,PACK,P002,181,87.34,15808.54,2024-09-11,L004
OR00000156,000010,MAT000011,CHEM,P004,15,21.54,323.1,2022-07-11,L001
OR00000156,000020,MAT000029,CHEM,P004,55,56.84,3126.2,2022-07-11,L003
OR00000157,000010,MAT000039,CHEM,P004,110,471.51,51866.1,2023-07-21,L002
OR00000157,000020,MAT000040,CHEM,P004,135,82.77,11173.95,2023-07-21,L001
OR00000157,000030,MAT000031,MECH,P004,56,99.04,5546.24,2023-07-21,L003
OR00000158,000010,MAT000010,PACK,P003,128,412.83,52842.24,2023-10-07,L004
OR00000158,000020,MAT000004,PACK,P003,61,107.44,6553.84,2023-10-07,L003
OR00000158,000030,MAT000024,ELEC,P003,29,62.18,1803.22,2023-10-07,L004
OR00000158,000040,MAT000001,PACK,P003,168,332.21,55811.28,2023-10-07,L001
OR00000159,000010,MAT000003,MECH,P004,45,137.94,6207.3,2022-07-06,L001
OR00000159,000020,MAT000017,PACK,P004,32,335.4,10732.8,2022-07-06,L001
OR00000159,000030,MAT000029,CHEM,P004,120,273.02,32762.4,2022-07-06,L002
OR00000159,000040,MAT000030,CONS,P004,87,196.62,17105.94,2022-07-06,L004
OR00000160,000010,MAT000003,MECH,P004,157,312.04,48990.28,2023-09-06,L001
OR00000160,000020,MAT000033,CHEM,P004,190,474.79,90210.1,2023-09-06,L002
OR00000160,000030,MAT000037,CHEM,P004,61,67.46,4115.06,2023-09-06,L004
OR00000160,000040,MAT000034,CONS,P004,25,220.52,5513.0,2023-09-06,L002
OR00000161,000010,MAT000036,CHEM,P003,192,11.12,2135.04,2022-11-17,L004
OR00000161,000020,MAT000021,ELEC,P003,39,78.36,3056.04,2022-11-17,L001
OR00000161,000030,MAT000018,CHEM,P003,40,54.99,2199.6,2022-11-17,L003
OR00000161,000040,MAT000034,CONS,P003,222,439.56,97582.32,2022-11-17,L003
OR00000162,000010,MAT000026,CHEM,P004,125,203.85,25481.25,2023-06-20,L004
OR00000162,000020,MAT000010,PACK,P004,68,29.4,1999.2,2023-06-20,L004
OR00000162,000030,MAT000040,CHEM,P004,59,15.02,886.18,2023-06-20,L003
OR00000163,000010,MAT000020,ELEC,P003,168,138.36,23244.48,2023-06-21,L004
OR00000163,000020,MAT000029,CHEM,P003,123,98.03,12057.69,2023-06-21,L002
OR00000164,000010,MAT000020,ELEC,P004,182,72.15,13131.3,2023-04-08,L001
OR00000165,000010,MAT000024,ELEC,P002,222,187.33,41587.26,2021-12-06,L004
OR00000166,000010,MAT000032,PACK,P004,76,239.92,18233.92,2023-12-22,L003
OR00000166,000020,MAT000039,CHEM,P004,107,447.77,47911.39,2023-12-22,L001
OR00000166,000030,MAT000029,CHEM,P004,82,29.58,2425.56,2023-12-22,L002
OR00000167,000010,MAT000001,PACK,P002,198,325.45,64439.1,2022-10-03,L001
OR00000168,000010,MAT000028,PACK,P003,106,236.02,25018.12,2022-05-04,L004
OR00000168,000020,MAT000025,CONS,P003,126,258.2,32533.2,2022-05-04,L003
OR00000168,000030,MAT000023,CHEM,P003,152,306.48,46584.96,2022-05-04,L003
OR00000169,000010,MAT000017,PACK,P004,39,123.95,4834.05,2021-08-17,L001
OR00000169,000020,MAT000020,ELEC,P004,148,163.19,24152.12,2021-08-17,L002
OR00000169,000030,MAT000013,CONS,P004,149,251.2,37428.8,2021-08-17,L003
OR00000170,000010,MAT000022,ELEC,P004,178,393.52,70046.56,2023-05-20,L003
OR00000170,000020,MAT000015,ELEC,P004,119,89.14,10607.66,2023-05-20,L002
OR00000171,000010,MAT000022,ELEC,P001,40,373.38,14935.2,2023-07-25,L003
OR00000171,000020,MAT000006,MECH,P001,90,169.0,15210.0,2023-07-25,L003
OR00000172,000010,MAT000031,MECH,P003,50,434.41,21720.5,2021-05-26,L004
OR00000173,000010,MAT000027,PACK,P003,34,359.26,12214.84,2023-03-21,L001
OR00000173,000020,MAT000037,CHEM,P003,116,493.39,57233.24,2023-03-21,L003
OR00000173,000030,MAT000030,CONS,P003,134,228.77,30655.18,2023-03-21,L002
OR00000174,000010,MAT000028,PACK,P005,1,103.71,103.71,2022-06-23,L003
OR00000174,000020,MAT000026,CHEM,P005,3,379.64,1138.92,2022-06-23,L002
OR00000174,000030,MAT000031,MECH,P005,4,315.21,1260.84,2022-06-23,L002
OR00000174,000040,MAT000025,CONS,P005,46,175.45,8070.7,2022-06-23,L002
OR00000175,000010,MAT000020,ELEC,P004,55,262.54,14439.7,2023-06-29,L003
OR00000176,000010,MAT000002,CONS,P002,152,254.79,38728.08,2022-04-18,L001
OR00000176,000020,MAT000015,ELEC,P002,101,397.1,40107.1,2022-04-18,L004
OR00000176,000030,MAT000009,ELEC,P002,147,269.69,39644.43,2022-04-18,L001
OR00000176,000040,MAT000014,PACK,P002,183,332.68,60880.44,2022-04-18,L001
OR00000177,000010,MAT000031,MECH,P001,191,9.61,1835.51,2023-08-05,L004
OR00000177,000020,MAT000010,PACK,P001,142,262.55,37282.1,2023-08-05,L002
OR00000177,000030,MAT000014,PACK,P001,122,56.93,6945.46,2023-08-05,L001
OR00000178,000010,MAT000034,CONS,P001,244,84.38,20588.72,2022-12-05,L004
OR00000178,000020,MAT000013,CONS,P001,81,242.93,19677.33,2022-12-05,L002
OR00000178,000030,MAT000023,CHEM,P001,1,49.06,49.06,2022-12-05,L001
OR00000179,000010,MAT000017,PACK,P004,147,494.39,72675.33,2024-05-12,L003
OR00000180,000010,MAT000021,ELEC,P004,28,445.69,12479.32,2022-02-24,L001
OR00000180,000020,MAT000028,PACK,P004,38,89.4,3397.2,2022-02-24,L003
OR00000180,000030,MAT000008,PACK,P004,133,137.81,18328.73,2022-02-24,L001
OR00000181,000010,MAT000025,CONS,P003,269,87.56,23553.64,2022-10-23,L002
OR00000181,000020,MAT000031,MECH,P003,273,490.88,134010.24,2022-10-23,L002
OR00000181,000030,MAT000027,PACK,P003,36,297.42,10707.12,2022-10-23,L004
OR00000182,000010,MAT000031,MECH,P005,33,223.14,7363.62,2022-01-16,L001
OR00000182,000020,MAT000032,PACK,P005,71,11.12,789.52,2022-01-16,L002
OR00000183,000010,MAT000016,CONS,P005,44,281.38,12380.72,2024-04-21,L001
OR00000183,000020,MAT000031,MECH,P005,3,82.68,248.04,2024-04-21,L004
OR00000183,000030,MAT000023,CHEM,P005,145,42.06,6098.7,2024-04-21,L004
OR00000183,000040,MAT000025,CONS,P005,74,485.22,35906.28,2024-04-21,L001
OR00000184,000010,MAT000030,CONS,P002,127,226.81,28804.87,2024-02-11,L004
OR00000185,000010,MAT000026,CHEM,P003,64,276.8,17715.2,2022-07-29,L001
OR00000186,000010,MAT000022,ELEC,P005,81,384.87,31174.47,2023-07-11,L004
OR00000186,000020,MAT000024,ELEC,P005,146,359.38,52469.48,2023-07-11,L001
OR00000186,000030,MAT000004,PACK,P005,20,114.76,2295.2,2023-07-11,L003
OR00000186,000040,MAT000015,ELEC,P005,77,482.39,37144.03,2023-07-11,L003
OR00000187,000010,MAT000009,ELEC,P005,193,64.77,12500.61,2023-12-02,L004
OR00000187,000020,MAT000027,PACK,P005,77,391.8,30168.6,2023-12-02,L003
OR00000187,000030,MAT000007,MECH,P005,43,28.02,1204.86,2023-12-02,L001
OR00000187,000040,MAT000017,PACK,P005,320,231.41,74051.2,2023-12-02,L002
OR00000188,000010,MAT000033,CHEM,P001,25,302.27,7556.75,2023-04-23,L003
OR00000188,000020,MAT000012,CONS,P001,149,212.24,31623.76,2023-04-23,L002
OR00000188,000030,MAT000038,PACK,P001,68,174.72,11880.96,2023-04-23,L003
OR00000188,000040,MAT000009,ELEC,P001,130,73.4,9542.0,2023-04-23,L003
OR00000189,000010,MAT000014,PACK,P003,167,175.92,29378.64,2023-04-04,L002
OR00000189,000020,MAT000040,CHEM,P003,192,479.37,92039.04,2023-04-04,L003
OR00000190,000010,MAT000035,MECH,P003,84,193.53,16256.52,2022-07-11,L001
OR00000190,000020,MAT000019,CHEM,P003,106,137.15,14537.9,2022-07-11,L002
OR00000190,000030,MAT000028,PACK,P003,59,77.48,4571.32,2022-07-11,L001
OR00000190,000040,MAT000001,PACK,P003,147,105.98,15579.06,2022-07-11,L001
OR00000191,000010,MAT000036,CHEM,P004,85,399.43,33951.55,2021-12-12,L003
OR00000191,000020,MAT000025,CONS,P004,265,463.61,122856.65,2021-12-12,L004
OR00000192,000010,MAT000040,CHEM,P003,67,353.79,23703.93,2024-03-09,L003
OR00000192,000020,MAT000029,CHEM,P003,200,370.53,74106.0,2024-03-09,L002
OR00000193,000010,MAT000033,CHEM,P003,79,143.16,11309.64,2024-03-14,L003
OR00000193,000020,MAT000008,PACK,P003,29,423.78,12289.62,2024-03-14,L001
OR00000194,000010,MAT000040,CHEM,P004,117,396.0,46332.0,2023-06-20,L003
OR00000195,000010,MAT000027,PACK,P003,185,177.95,32920.75,2022-10-21,L002
OR00000195,000020,MAT000035,MECH,P003,221,183.59,40573.39,2022-10-21,L002
OR00000196,000010,MAT000029,CHEM,P005,201,24.74,4972.74,2022-10-31,L003
OR00000196,000020,MAT000016,CONS,P005,160,472.77,75643.2,2022-10-31,L004
OR00000196,000030,MAT000040,CHEM,P005,93,145.0,13485.0,2022-10-31,L003
OR00000197,000010,MAT000021,ELEC,P005,25,87.86,2196.5,2023-09-04,L001
OR00000197,000020,MAT000033,CHEM,P005,133,336.82,44797.06,2023-09-04,L002
OR00000198,000010,MAT000010,PACK,P001,6,169.2,1015.2,2024-03-09,L001
OR00000199,000010,MAT000017,PACK,P001,98,205.2,20109.6,2024-02-24,L003
OR00000199,000020,MAT000027,PACK,P001,4,63.56,254.24,2024-02-24,L001
OR00000200,000010,MAT000033,CHEM,P001,226,47.82,10807.32,2023-10-24,L004
OR00000200,000020,MAT000007,MECH,P001,131,332.06,43499.86,2023-10-24,L004
OR00000200,000030,MAT000019,CHEM,P001,58,72.51,4205.58,2023-10-24,L004
OR00000201,000010,MAT000001,PACK,P003,19,288.5,5481.5,2023-06-27,L004
OR00000201,000020,MAT000036,CHEM,P003,105,47.14,4949.7,2023-06-27,L002
OR00000201,000030,MAT000010,PACK,P003,157,364.34,57201.38,2023-06-27,L002
OR00000202,000010,MAT000013,CONS,P005,269,426.86,114825.34,2021-11-25,L004
OR00000202,000020,MAT000008,PACK,P005,237,148.87,35282.19,2021-11-25,L001
OR00000202,000030,MAT000012,CONS,P005,76,364.17,27676.92,2021-11-25,L004
OR00000203,000010,MAT000040,CHEM,P003,81,167.53,13569.93,2022-03-31,L003
OR00000203,000020,MAT000005,ELEC,P003,183,284.95,52145.85,2022-03-31,L003
OR00000203,000030,MAT000013,CONS,P003,95,88.48,8405.6,2022-03-31,L003
OR00000204,000010,MAT000009,ELEC,P002,116,388.51,45067.16,2024-03-11,L004
OR00000204,000020,MAT000022,ELEC,P002,119,324.55,38621.45,2024-03-11,L001
OR00000204,000030,MAT000031,MECH,P002,82,74.3,6092.6,2024-03-11,L002
OR00000205,000010,MAT000038,PACK,P001,143,297.07,42481.01,2023-05-31,L001
OR00000206,000010,MAT000026,CHEM,P003,214,71.27,15251.78,2021-04-19,L001
OR00000206,000020,MAT000015,ELEC,P003,96,10.24,983.04,2021-04-19,L002
OR00000206,000030,MAT000038,PACK,P003,169,379.82,64189.58,2021-04-19,L002
OR00000207,000010,MAT000023,CHEM,P002,69,187.87,12963.03,2021-12-27,L001
OR00000207,000020,MAT000003,MECH,P002,212,454.32,96315.84,2021-12-27,L003
OR00000207,000030,MAT000015,ELEC,P002,138,230.05,31746.9,2021-12-27,L001
OR00000207,000040,MAT000032,PACK,P002,18,165.42,2977.56,2021-12-27,L003
OR00000208,000010,MAT000024,ELEC,P005,46,454.09,20888.14,2023-07-14,L004
OR00000208,000020,MAT000038,PACK,P005,76,175.79,13360.04,2023-07-14,L004
OR00000208,000030,MAT000005,ELEC,P005,93,441.61,41069.73,2023-07-14,L004
OR00000208,000040,MAT000034,CONS,P005,28,259.7,7271.6,2023-07-14,L003
OR00000209,000010,MAT000015,ELEC,P002,120,361.53,43383.6,2021-03-22,L004
OR00000210,000010,MAT000016,CONS,P004,10,298.21,2982.1,2022-03-30,L002
OR00000211,000010,MAT000034,CONS,P001,182,320.62,58352.84,2023-04-18,L003
OR00000211,000020,MAT000026,CHEM,P001,19,305.23,5799.37,2023-04-18,L004
OR00000212,000010,MAT000040,CHEM,P002,58,344.37,19973.46,2023-08-06,L004
OR00000212,000020,MAT000033,CHEM,P002,158,118.76,18764.08,2023-08-06,L004
OR00000213,000010,MAT000010,PACK,P001,106,301.91,32002.46,2023-07-05,L001
OR00000213,000020,MAT000039,CHEM,P001,17,69.51,1181.67,2023-07-05,L001
OR00000213,000030,MAT000007,MECH,P001,159,218.59,34755.81,2023-07-05,L004
OR00000213,000040,MAT000012,CONS,P001,81,350.33,28376.73,2023-07-05,L004
OR00000214,000010,MAT000028,PACK,P004,23,384.1,8834.3,2022-06-20,L001
OR00000215,000010,MAT000037,CHEM,P005,113,8.56,967.28,2023-08-23,L002
OR00000216,000010,MAT000017,PACK,P004,102,141.4,14422.8,2022-07-05,L004
OR00000216,000020,MAT000035,MECH,P004,128,278.29,35621.12,2022-07-05,L004
OR00000216,000030,MAT000028,PACK,P004,32,279.68,8949.76,2022-07-05,L003
OR00000217,000010,MAT000015,ELEC,P005,179,474.88,85003.52,2022-10-08,L001
OR00000218,000010,MAT000011,CHEM,P005,118,7.62,899.16,2023-09-23,L001
OR00000219,000010,MAT000024,ELEC,P004,95,195.24,18547.8,2023-07-03,L004
OR00000219,000020,MAT000006,MECH,P004,125,146.8,18350.0,2023-07-03,L001
OR00000220,000010,MAT000013,CONS,P004,131,119.68,15678.08,2024-01-07,L002
OR00000220,000020,MAT000003,MECH,P004,140,123.43,17280.2,2024-01-07,L001
OR00000220,000030,MAT000039,CHEM,P004,34,141.59,4814.06,2024-01-07,L004
OR00000221,000010,MAT000006,MECH,P004,96,415.73,39910.08,2023-07-09,L003
OR00000222,000010,MAT000017,PACK,P003,43,57.7,2481.1,2023-05-03,L001
OR00000223,000010,MAT000029,CHEM,P003,192,379.95,72950.4,2021-12-13,L004
OR00000223,000020,MAT000025,CONS,P003,241,295.48,71210.68,2021-12-13,L001
OR00000223,000030,MAT000037,CHEM,P003,146,38.44,5612.24,2021-12-13,L002
OR00000224,000010,MAT000016,CONS,P003,154,411.43,63360.22,2022-11-17,L001
OR00000224,000020,MAT000019,CHEM,P003,233,240.89,56127.37,2022-11-17,L003
OR00000224,000030,MAT000006,MECH,P003,90,138.19,12437.1,2022-11-17,L002
OR00000225,000010,MAT000013,CONS,P002,149,390.57,58194.93,2022-08-06,L001
OR00000225,000020,MAT000016,CONS,P002,22,333.39,7334.58,2022-08-06,L001
OR00000226,000010,MAT000032,PACK,P001,51,376.33,19192.83,2022-07-13,L002
OR00000226,000020,MAT000012,CONS,P001,10,214.47,2144.7,2022-07-13,L001
OR00000226,000030,MAT000033,CHEM,P001,90,430.9,38781.0,2022-07-13,L002
OR00000227,000010,MAT000001,PACK,P001,152,292.6,44475.2,2024-08-01,L003
OR00000228,000010,MAT000031,MECH,P005,114,214.85,24492.9,2022-12-11,L004
OR00000228,000020,MAT000040,CHEM,P005,277,185.71,51441.67,2022-12-11,L004
OR00000228,000030,MAT000022,ELEC,P005,98,287.85,28209.3,2022-12-11,L002
OR00000229,000010,MAT000010,PACK,P003,2,252.3,504.6,2024-03-02,L003
OR00000229,000020,MAT000031,MECH,P003,115,283.26,32574.9,2024-03-02,L001
OR00000230,000010,MAT000007,MECH,P001,65,280.96,18262.4,2023-06-19,L003
OR00000230,000020,MAT000029,CHEM,P001,53,65.01,3445.53,2023-06-19,L002
OR00000230,000030,MAT000022,ELEC,P001,114,326.32,37200.48,2023-06-19,L002
OR00000230,000040,MAT000017,PACK,P001,137,165.92,22731.04,2023-06-19,L004
OR00000231,000010,MAT000011,CHEM,P001,159,287.96,45785.64,2023-11-08,L001
OR00000231,000020,MAT000022,ELEC,P001,25,117.97,2949.25,2023-11-08,L003
OR00000232,000010,MAT000038,PACK,P003,91,427.83,38932.53,2023-03-13,L002
OR00000232,000020,MAT000034,CONS,P003,167,129.57,21638.19,2023-03-13,L001
OR00000232,000030,MAT000029,CHEM,P003,46,55.99,2575.54,2023-03-13,L001
OR00000233,000010,MAT000017,PACK,P005,137,329.14,45092.18,2023-05-09,L004
OR00000234,000010,MAT000009,ELEC,P002,35,333.46,11671.1,2023-03-05,L003
OR00000234,000020,MAT000034,CONS,P002,120,436.09,52330.8,2023-03-05,L003
OR00000235,000010,MAT000037,CHEM,P004,93,243.42,22638.06,2022-05-15,L002
OR00000235,000020,MAT000028,PACK,P004,22,186.06,4093.32,2022-05-15,L003
OR00000235,000030,MAT000034,CONS,P004,36,5.05,181.8,2022-05-15,L002
OR00000235,000040,MAT000035,MECH,P004,81,269.87,21859.47,2022-05-15,L004
OR00000236,000010,MAT000036,CHEM,P003,84,441.67,37100.28,2023-09-01,L004
OR00000237,000010,MAT000015,ELEC,P002,144,383.45,55216.8,2022-08-23,L003
OR00000237,000020,MAT000017,PACK,P002,77,268.31,20659.87,2022-08-23,L003
OR00000237,000030,MAT000006,MECH,P002,92,38.89,3577.88,2022-08-23,L002
OR00000237,000040,MAT000028,PACK,P002,63,230.39,14514.57,2022-08-23,L004
OR00000238,000010,MAT000035,MECH,P005,3,55.63,166.89,2021-06-26,L003
OR00000239,000010,MAT000032,PACK,P004,39,159.23,6209.97,2023-06-30,L004
OR00000240,000010,MAT000018,CHEM,P004,190,273.88,52037.2,2022-04-21,L002
OR00000241,000010,MAT000029,CHEM,P003,129,51.51,6644.79,2024-05-19,L002
OR00000241,000020,MAT000016,CONS,P003,116,480.8,55772.8,2024-05-19,L003
OR00000241,000030,MAT000003,MECH,P003,43,25.88,1112.84,2024-05-19,L001
OR00000241,000040,MAT000013,CONS,P003,64,152.91,9786.24,2024-05-19,L003
OR00000242,000010,MAT000011,CHEM,P002,55,200.93,11051.15,2024-06-15,L002
OR00000243,000010,MAT000024,ELEC,P001,55,50.24,2763.2,2024-04-05,L003
OR00000243,000020,MAT000006,MECH,P001,204,34.59,7056.36,2024-04-05,L002
OR00000244,000010,MAT000029,CHEM,P001,235,363.58,85441.3,2022-11-20,L003
OR00000244,000020,MAT000013,CONS,P001,15,221.56,3323.4,2022-11-20,L003
OR00000244,000030,MAT000002,CONS,P001,209,98.94,20678.46,2022-11-20,L002
OR00000245,000010,MAT000005,ELEC,P003,39,410.61,16013.79,2021-05-21,L003
OR00000245,000020,MAT000034,CONS,P003,93,320.82,29836.26,2021-05-21,L004
OR00000246,000010,MAT000035,MECH,P001,87,343.2,29858.4,2024-04-27,L002
OR00000247,000010,MAT000034,CONS,P003,139,418.42,58160.38,2023-01-11,L002
OR00000248,000010,MAT000037,CHEM,P001,140,330.67,46293.8,2024-07-15,L003
OR00000249,000010,MAT000032,PACK,P003,100,35.05,3505.0,2024-07-07,L004
OR00000249,000020,MAT000006,MECH,P003,79,33.86,2674.94,2024-07-07,L003
OR00000250,000010,MAT000007,MECH,P001,165,195.74,32297.1,2024-01-11,L002
OR00000251,000010,MAT000007,MECH,P002,191,442.0,84422.0,2022-09-06,L002
OR00000251,000020,MAT000037,CHEM,P002,47,254.82,11976.54,2022-09-06,L002
OR00000251,000030,MAT000023,CHEM,P002,164,224.29,36783.56,2022-09-06,L003
OR00000251,000040,MAT000030,CONS,P002,82,498.44,40872.08,2022-09-06,L003
OR00000252,000010,MAT000025,CONS,P004,241,481.02,115925.82,2022-12-03,L004
OR00000252,000020,MAT000036,CHEM,P004,114,22.16,2526.24,2022-12-03,L003
OR00000253,000010,MAT000014,PACK,P001,6,471.96,2831.76,2024-01-09,L003
OR00000253,000020,MAT000021,ELEC,P001,142,287.48,40822.16,2024-01-09,L002
OR00000254,000010,MAT000038,PACK,P001,74,50.49,3736.26,2022-09-29,L004
OR00000254,000020,MAT000016,CONS,P001,170,368.46,62638.2,2022-09-29,L003
